Date,Open,High,Low,Close,Volume
05-04-2019,196.449997,197.100006,195.949997,197,18526644
04-04-2019,194.789993,196.369995,193.139999,195.690002,19099200
03-04-2019,193.25,196.5,193.149994,195.350006,23271800
02-04-2019,191.089996,194.460007,191.050003,194.020004,22765700
01-04-2019,191.639999,191.679993,188.380005,191.240005,27862000
29-03-2019,189.830002,190.080002,188.539993,189.949997,23564000
28-03-2019,188.949997,189.559998,187.529999,188.720001,20780400
27-03-2019,188.75,189.759995,186.550003,188.470001,29848400
26-03-2019,191.660004,192.880005,184.580002,186.789993,49800500
25-03-2019,191.509995,191.979996,186.600006,188.740005,43845300
22-03-2019,195.339996,197.690002,190.779999,191.050003,42407700
21-03-2019,190.020004,196.330002,189.809998,195.089996,51034200
20-03-2019,186.229996,189.490005,184.729996,188.160004,31035200
19-03-2019,188.350006,188.990005,185.919998,186.529999,31646400
18-03-2019,185.800003,188.389999,185.789993,188.020004,26219800
15-03-2019,184.850006,187.330002,183.740005,186.119995,39042900
14-03-2019,183.899994,184.100006,182.559998,183.729996,23579500
13-03-2019,182.25,183.300003,180.919998,181.710007,31032500
12-03-2019,180,182.669998,179.369995,180.910004,32467600
11-03-2019,175.490005,179.119995,175.350006,178.899994,32011000
08-03-2019,170.320007,173.070007,169.5,172.910004,23989900
07-03-2019,173.869995,174.440002,172.020004,172.5,24796400
06-03-2019,174.669998,175.490005,173.940002,174.520004,20810400
05-03-2019,175.940002,176,174.539993,175.529999,19737400
04-03-2019,175.690002,177.75,173.970001,175.850006,27436200
01-03-2019,174.279999,175.149994,172.889999,174.970001,25886200
28-02-2019,174.320007,174.910004,172.919998,173.149994,28215400
27-02-2019,173.210007,175,172.729996,174.869995,27835400
26-02-2019,173.710007,175.300003,173.169998,174.330002,17070200
25-02-2019,174.160004,175.869995,173.949997,174.229996,21873400
22-02-2019,171.580002,173,171.380005,172.970001,18913200
21-02-2019,171.800003,172.369995,170.300003,171.059998,17249700
20-02-2019,171.190002,173.320007,170.990005,172.029999,26114400
19-02-2019,169.710007,171.440002,169.490005,170.929993,18972800
