Date,Open,High,Low,Close,Volume
13-03-2019,172.320007,174.029999,172.119995,173.369995,11751100
12-03-2019,172.089996,173.800003,171.220001,171.919998,12155300
11-03-2019,171.600006,174.300003,171.580002,172.070007,18884000
08-03-2019,166.199997,169.619995,165.970001,169.600006,13184800
07-03-2019,171.5,171.740005,167.610001,169.130005,18306500
06-03-2019,172.899994,173.570007,171.270004,172.509995,21531700
05-03-2019,167.369995,171.880005,166.550003,171.259995,28187900
04-03-2019,163.899994,167.5,163.830002,167.369995,18894700
01-03-2019,162.600006,163.130005,161.690002,162.279999,11097800
28-02-2019,162.369995,163.5,160.860001,161.449997,11114200
27-02-2019,162.899994,163.929993,160.410004,162.809998,12697500
26-02-2019,164.339996,166.240005,163.800003,164.130005,13784100
25-02-2019,163.070007,166.070007,162.899994,164.619995,18737100
22-02-2019,160.580002,162.410004,160.309998,161.889999,15858500
21-02-2019,161.929993,162.240005,159.589996,160.039993,15607800
20-02-2019,162.25,163.720001,161.25,162.559998,11770700
19-02-2019,160.5,164.149994,160.330002,162.289993,14345400
15-02-2019,164.509995,164.699997,160.860001,162.5,15504400
14-02-2019,163.190002,164.869995,162.25,163.949997,12755200
13-02-2019,165.380005,166.220001,163.729996,164.070007,14205100
12-02-2019,166.860001,168.339996,164.5,165.039993,16292300
11-02-2019,167.899994,168.300003,165.080002,165.789993,12811200
08-02-2019,164.470001,167.369995,164.210007,167.330002,12561400
07-02-2019,168.199997,169.240005,165.25,166.380005,17517600
06-02-2019,171.199997,172.470001,169.270004,170.490005,13281200
05-02-2019,169.149994,171.979996,168.690002,171.160004,22557000
04-02-2019,165.699997,169.300003,163.619995,169.25,20036000
01-02-2019,165.839996,169.100006,165.660004,165.710007,30806500
31-01-2019,165.600006,171.679993,165,166.690002,77233600
30-01-2019,146.220001,150.949997,145.699997,150.419998,44613200
29-01-2019,148.089996,148.100006,143.429993,144.190002,17632100
28-01-2019,148.050003,148.960007,146.210007,147.470001,15508500
25-01-2019,147.479996,149.830002,146.539993,149.009995,22237200
24-01-2019,144.639999,146.440002,142.520004,145.830002,20955500
23-01-2019,148.279999,148.800003,143.059998,144.300003,20098400
22-01-2019,149.199997,151.529999,146.369995,147.570007,22378700
18-01-2019,149.75,152.429993,148.550003,150.039993,31029600
17-01-2019,146.949997,149,146.5,148.300003,15787900
16-01-2019,149,149.649994,147,147.539993,18025700
15-01-2019,146.009995,150.679993,145.990005,148.949997,24069000
14-01-2019,142,146.570007,141.270004,145.389999,20520300
11-01-2019,143.149994,145.360001,142.570007,143.800003,12908000
10-01-2019,143.080002,144.559998,140.839996,144.199997,16125000
09-01-2019,142.949997,144.699997,141.270004,144.229996,22205900
08-01-2019,139.889999,143.139999,139.539993,142.529999,26263800
07-01-2019,137.559998,138.869995,135.910004,138.050003,20089300
04-01-2019,134.009995,138,133.75,137.949997,29002100
03-01-2019,134.690002,137.169998,131.119995,131.740005,22717900
02-01-2019,128.990005,137.509995,128.559998,135.679993,28146200
31-12-2018,134.449997,134.639999,129.949997,131.089996,24625300
28-12-2018,135.339996,135.919998,132.199997,133.199997,22627600
27-12-2018,132.440002,134.990005,129.669998,134.520004,31202500
26-12-2018,126,134.240005,125.889999,134.179993,39723400
24-12-2018,123.099998,129.740005,123.019997,124.059998,22066000
21-12-2018,133.389999,134.899994,123.419998,124.949997,56901500
20-12-2018,130.699997,135.570007,130,133.399994,40297900
19-12-2018,141.210007,144.910004,132.5,133.240005,57404900
18-12-2018,141.080002,145.929993,139.830002,143.660004,24709100
17-12-2018,143.080002,144.919998,138.419998,140.190002,24334000
14-12-2018,143.339996,146.009995,142.509995,144.059998,21785800
13-12-2018,145.570007,145.850006,143.190002,145.009995,18148600
12-12-2018,143.080002,147.190002,142.509995,144.5,23696900
11-12-2018,143.880005,143.880005,141.100006,142.080002,20300300
10-12-2018,139.600006,143.050003,139.009995,141.850006,26422200
07-12-2018,139.25,140.869995,136.660004,137.419998,21195500
06-12-2018,133.820007,139.699997,133.669998,139.630005,28218100
04-12-2018,140.729996,143.389999,137.160004,137.929993,30307400
03-12-2018,143,143.679993,140.759995,141.089996,24819200
30-11-2018,138.259995,140.970001,137.360001,140.610001,25732600
29-11-2018,135.919998,139.990005,135.660004,138.679993,24238700
28-11-2018,136.279999,136.789993,131.850006,136.759995,29847500
27-11-2018,135.75,136.610001,133.710007,135,20750300
26-11-2018,133,137,132.779999,136.380005,24263600
23-11-2018,133.649994,134.5,131.259995,131.729996,11886100
21-11-2018,134.399994,137.190002,134.130005,134.820007,25469700
20-11-2018,127.029999,134.160004,126.849998,132.429993,41939500
19-11-2018,137.610001,137.75,131.210007,131.550003,44362700
16-11-2018,141.070007,141.770004,137.770004,139.529999,37250600
15-11-2018,142.330002,144.839996,140.830002,143.850006,30320300
14-11-2018,143.699997,145.580002,141.550003,144.220001,22068400
13-11-2018,142,144.880005,141.619995,142.160004,15141700
12-11-2018,144.479996,145.039993,140.490005,141.550003,18542100
09-11-2018,146.75,147.759995,144.070007,144.960007,17326900
08-11-2018,150.490005,150.940002,146.740005,147.869995,24145800
07-11-2018,151.570007,153.009995,149.830002,151.529999,21877400
06-11-2018,149.309998,150.970001,148,149.940002,16667100
05-11-2018,150.100006,150.190002,147.440002,148.679993,15971200
02-11-2018,151.800003,154.130005,148.960007,150.350006,24708700
01-11-2018,151.520004,152.75,149.350006,151.75,25640800
31-10-2018,155,156.399994,148.960007,151.789993,60101300
30-10-2018,139.940002,146.639999,139.740005,146.220001,50528300
29-10-2018,148.5,148.830002,139.029999,142.089996,31336800
26-10-2018,145.820007,149,143.800003,145.369995,31303300
25-10-2018,147.729996,152.210007,147,150.949997,22105700
24-10-2018,154.279999,154.649994,145.600006,146.039993,27744600
23-10-2018,151.220001,154.770004,150.850006,154.389999,19095000
22-10-2018,154.759995,157.339996,154.460007,154.779999,15424700
19-10-2018,155.860001,157.350006,153.550003,154.050003,19761300
18-10-2018,158.509995,158.660004,153.279999,154.919998,21675100
17-10-2018,159.559998,160.490005,157.949997,159.419998,17592000
16-10-2018,155.399994,159.460007,155.009995,158.779999,19180100
15-10-2018,153.320007,155.570007,152.550003,153.520004,15433500
12-10-2018,156.729996,156.889999,151.300003,153.740005,25293500
11-10-2018,150.130005,154.809998,149.160004,153.350006,35338900
10-10-2018,156.820007,157.690002,151.309998,151.380005,30610000
09-10-2018,157.690002,160.589996,157.419998,157.899994,18844400
08-10-2018,155.539993,158.339996,154.389999,157.25,24046000
05-10-2018,159.210007,160.899994,156.199997,157.330002,25744000
04-10-2018,161.460007,161.460007,157.350006,158.850006,25739600
03-10-2018,160,163.660004,159.529999,162.429993,23109500
02-10-2018,161.580002,162.279999,158.669998,159.330002,36031000
01-10-2018,163.029999,165.880005,161.259995,162.440002,26407700
28-09-2018,168.330002,168.789993,162.559998,164.460007,34265600
27-09-2018,167.550003,171.770004,167.210007,168.839996,27266900
26-09-2018,164.300003,169.300003,164.210007,166.949997,25252200
25-09-2018,161.990005,165.589996,161.149994,164.910004,27622800
24-09-2018,161.029999,165.699997,160.880005,165.410004,19222800
21-09-2018,166.639999,167.25,162.809998,162.929993,45994800
20-09-2018,164.5,166.449997,164.470001,166.020004,18824200
19-09-2018,160.080002,163.440002,159.479996,163.059998,19629000
18-09-2018,159.389999,161.759995,158.869995,160.300003,22465200
17-09-2018,161.919998,162.059998,159.770004,160.580002,21005300
14-09-2018,161.720001,162.839996,160.339996,162.320007,21770400
13-09-2018,162,163.320007,160.860001,161.360001,25453800
12-09-2018,163.25,164.490005,161.800003,162,24078100
11-09-2018,163.940002,167.190002,163.720001,165.940002,20457100
10-09-2018,163.509995,165.009995,162.160004,164.179993,20197700
07-09-2018,160.309998,164.630005,160.160004,163.039993,24300600
06-09-2018,166.979996,166.979996,160,162.529999,41514800
05-09-2018,169.490005,171.130005,166.669998,167.179993,31226700
04-09-2018,173.5,173.889999,168.800003,171.160004,29809000
31-08-2018,177.149994,177.619995,174.979996,175.729996,18065200
30-08-2018,175.899994,179.789993,175.699997,177.639999,24216500
29-08-2018,176.300003,176.789993,174.75,175.899994,18494100
28-08-2018,178.100006,178.240005,175.830002,176.259995,15910700
27-08-2018,175.990005,178.669998,175.789993,177.460007,17921900
24-08-2018,173.699997,174.820007,172.919998,174.649994,14631600
23-08-2018,173.089996,175.550003,172.830002,172.899994,18053600
22-08-2018,172.210007,174.240005,172.130005,173.639999,16894100
21-08-2018,172.809998,174.169998,171.389999,172.619995,19578500
20-08-2018,174.039993,174.570007,170.910004,172.5,21518000
17-08-2018,174.5,176.220001,172.039993,173.800003,24893200
16-08-2018,180.419998,180.5,174.009995,174.699997,31351800
15-08-2018,179.339996,180.869995,174.779999,179.529999,33020200
14-08-2018,180.710007,181.990005,178.619995,181.110001,19102000
13-08-2018,180.100006,182.610001,178.899994,180.050003,17369400
10-08-2018,182.039993,182.100006,179.419998,180.259995,21500400
09-08-2018,185.850006,186.570007,182.479996,183.089996,19696700
08-08-2018,184.75,186.850006,183.759995,185.179993,22205200
07-08-2018,186.5,188.300003,183.720001,183.809998,33398600
06-08-2018,178.970001,185.789993,178.380005,185.690002,49716200
03-08-2018,177.690002,178.850006,176.149994,177.779999,24763400
02-08-2018,170.679993,176.789993,170.270004,176.369995,32400000
01-08-2018,173.929993,175.080002,170.899994,171.649994,34042100
31-07-2018,170.669998,174.240005,170,172.580002,40356500
30-07-2018,175.300003,175.300003,166.559998,171.059998,65280800
27-07-2018,179.869995,179.929993,173,174.889999,60073700
26-07-2018,174.889999,180.130005,173.75,176.259995,169803700
25-07-2018,215.720001,218.619995,214.270004,217.5,58954200
24-07-2018,215.110001,216.199997,212.600006,214.669998,28468700
23-07-2018,210.580002,211.619995,208.800003,210.910004,16732000
20-07-2018,208.850006,211.5,208.5,209.940002,16163900
19-07-2018,208.770004,209.990005,207.759995,208.089996,11350400
18-07-2018,209.820007,210.990005,208.440002,209.360001,15334900
17-07-2018,204.899994,210.460007,204.839996,209.990005,15349900
16-07-2018,207.5,208.720001,206.839996,207.229996,11078200
13-07-2018,207.809998,208.429993,206.449997,207.320007,11486800
12-07-2018,203.429993,207.080002,203.190002,206.919998,15454700
11-07-2018,202.220001,204.5,201.75,202.539993,12927400
10-07-2018,204.5,204.910004,202.259995,203.539993,13190100
09-07-2018,204.929993,205.800003,202.119995,204.740005,18149400
